,text
19488,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19489,RT @TheCurrentPK: The former Interior Minister has announced that he is working on a film to highlight Indian atrocities in Indian-occupied…
19490,"RT @HusnynNaveed: LoC Update :

Clashes started between Pakistan Army and Indian Army about an hour ago in multiple sectors of Poonch Distr…"
19491,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19492,[Video] Signification of #Kashmir #MahaShivRatri2020 #Mahashivratri https://t.co/vja7U32yNq via @SanskritChannel
19493,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19494,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19495,RT @ahmermkhan: I’d also like to give a portion of my prize money to a Kashmiri photojournalist who was forced to do manual labour due to c…
19496,The former Interior Minister has announced that he is working on a film to highlight Indian atrocities in Indian-oc… https://t.co/XH5qNWrZQc
19497,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19498,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19499,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19500,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19501,RT @ahmermkhan: I’d also like to give a portion of my prize money to a Kashmiri photojournalist who was forced to do manual labour due to c…
19502,"RT @PoojaShali: In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.

They are…"
19503,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19504,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19505,"RT @DefencedotPak: UN Chief urges India to respect human rights in #Kashmir.
https://t.co/NYRal613Gg"
19506,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
19507,Fascism in #India was the set of various #fascist ideologies practiced by  #BJP govts &amp; With this came rise of Neo-… https://t.co/5LFWn5GDek
19508,"RT @MeghUpdates: #Breaking: In a Big Move , GOI has initiated Data collection of Agriculture Land , Houses ,shops and Assets of #Kashmiri p…"
19509,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19510,"RT @HusnynNaveed: LoC Update :

Clashes started between Pakistan Army and Indian Army about an hour ago in multiple sectors of Poonch Distr…"
19511,@ShivaniDesain But triple century of 3 Decades Pandits ousted and killed by Jihadis in #kashmir only #muslim majori… https://t.co/CruJQJkZD7
19512,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19513,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19514,"RT @KASHMlRandME: #Kashmir : 200 days of lock down, communication black out, oppression.

#India : 200 days of lies, deception, propoganda.…"
19515,"RT @Iqra_K_: 200 days.
We haven't seen a fraction of what #Kashmir has been going through.
Do not betray Kashmir.
Fight for them as much as…"
19516,"RT @IramAKhanPK: 200 days of curfew !
#Kashmir 🍁 https://t.co/i8MTDefuTe"
19517,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19518,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19519,"RT @Ibne_Sena: Matenullah Tariq Khan from #Kashmir
wants to join @JmuKmrPolice and become an Honest Police Officer so that he can protect a…"
19520,"RT @Iqra_K_: 200 days.
We haven't seen a fraction of what #Kashmir has been going through.
Do not betray Kashmir.
Fight for them as much as…"
19521,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19522,"RT @SoStarMusic: Indian troops martyr three Kashmiri youth in Pulwama

#LetKashmirSpeak #StandWithKashmir #SaveKashmiriWomen

@UN @antoniog…"
19523,RT @NashateSania: Women have been the worst victims of the #Kashmir conflict. Many have been forced by life to shoulder the burden of runni…
19524,@MundaKoshur's account has been withheld in India in response to a legal demand. Learn more.
19525,"RT @Iqra_K_: 200 days.
We haven't seen a fraction of what #Kashmir has been going through.
Do not betray Kashmir.
Fight for them as much as…"
19526,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19527,RT @roselxjackson: Looking to speak to people with friends or family in #Kashmir about the police targeting social media users. DMs are ope…
19528,"RT @Sheh_Rug: #Kashmir: To whom it may concern.

Here you go, PM Imran Khan responded to the letter of baba Syed Ali Shah Geelani in Decemb…"
19529,"RT @PNAOfficial1: #PNA 
#Kashmir still under curfew https://t.co/xfHUtGn7ns"
19530,"Fear is watching your #VPN take years to connect after it disconnects suddenly.
#Kashmir
#VPNs"
19531,@griseldareyesq @AcepVenezuela @griseldareyesq  kindly raise voice for #Kashmir
19532,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19533,"RT @sweposten: 200 days - #Siege Kashmir - 20 Sec Video, Please Watch

Life Under Siege in #Kashmir, No job, No food, No medical, No phone,…"
19534,RT @ashraf_wani: Have heard since childhood that rain or snow on #Herath is good #shagun for year and it is raining and snowing in #Kashmir…
19535,"@RaafidShahab Any word of regret for Pandits ousted killed and raped by Jihadis in name of religion in #kashmir 

C… https://t.co/i3tVhoJdVy"
19536,@griseldareyesq @AcepVenezuela i am from #Kashmir which is under curfew for #2months .please raise voice for us.
19537,"'Humiliating to the core': how India turned a Kashmir hotel into a jail

#India #Kashmir #KashmirLockdown https://t.co/Ri1EdloOk8"
19538,RT @AejazJnu: It's has been two hundreds days of complete abnormality in kashmir. An overall darkness and complete desolation of each and e…
19539,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19540,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19541,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19542,@Nidhi Now #Kashmir has a new low as people say Telephone working Mubarak. Facist regime of #India does its best to… https://t.co/0xftbkPFJ0
19543,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19544,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19545,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19546,"RT @SaqibAliHaidri: Prime Minister #AJK @farooq_pm is going to inaugurate this tulip garden tomorrow morning at 10 am.
#Kashmir"
19547,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19548,"RT @pressfreedom: #Jammu and #Kashmir police question three journalists amid social media ban
https://t.co/VbAE1r04So"
19549,"200 days of sadness!
#GreenPakistan #CleanPakistan #GreenKarachi #CleanKarachi #IsupportAsimJofa #kashmirbleeds… https://t.co/Sdrgn4rCom"
19550,RT @shefali_rafiq: I was travelling to shopian and our cab was stopped at a check point. The army man asks this guy who was sitting beside…
19551,"#PNA 
#Kashmir still under curfew https://t.co/xfHUtGn7ns"
19552,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19553,"RT @sweposten: 200 days - #Siege Kashmir - 20 Sec Video, Please Watch

Life Under Siege in #Kashmir, No job, No food, No medical, No phone,…"
19554,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19555,"As they say, 'It's the man behind trigger who matters'. The man below is Indian Army's Sub Mohd Yaqoob Khan from… https://t.co/60NGW45SyF"
19556,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19557,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19558,"200 days &amp; counting....
That's the punch line.
#Kashmir"
19559,@Nidhi What do you call regime of #India in #Kashmir. State sponsored  #Terrorists of India.
19560,"RT @Hatf_VI: LOC Update:

Heavy firing started between Pakistan &amp; Indian Army in Charhoi Sector. Firing started at 9:15 PM according to a l…"
19561,Thank you @narendramodi ji &amp; @AmitShah ji for ensuring peace at #Kashmir by ending #Article 35A &amp; 370. No stone pel… https://t.co/2gJozQB0oQ
19562,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19563,"RT @Wajahatfarooqbt: It was  our first Session of #Youth_Parliament held in #Baramulla #Kashmir by our NGO @SaveYouthSave, Inshallah we wil…"
19564,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19565,"RT @Hatf_VI: LOC Update:

Heavy shelling and firing is continuing between both Armies in Andrala Kuterhrra of Khuiratta Sector. Pakistan Ar…"
19566,"RT @IramAKhanPK: 200 days of curfew !
#Kashmir 🍁 https://t.co/i8MTDefuTe"
19567,"RT @Anas__Khan: #200Days of Crisis has went quite a long now in #Kashmir, people of India must speak up before it’s too late, situation the…"
19568,RT @QasimKhanSuri: A bipartisan panel of the #British Parliament was impressed with #Pakistan’s “openness &amp; progressive approach” on the lo…
19569,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19570,"RT @Shannniiiiiii: According to josh and jazba of indian propagandists like @bababanaras Indian Army has captured AJK..
But in reality 11 i…"
19571,"RT @PagalLion007: #Jhanger sector of #Naushera district​ is also active.
#LOC #Kashmir #Jammu"
19572,"@kapil73vats @mukeshspeaker Yes!!
We are victims of bomb attacks.
But still we give equal rights to our hindu commu… https://t.co/Tuv6ykYKpP"
19573,@ShekharGupta @pia_kutts Well #India will be known in history as a Facist regime in #Kashmir.
19574,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19575,"RT @HusnynNaveed: LoC Update :

Clashes started between Pakistan Army and Indian Army about an hour ago in multiple sectors of Poonch Distr…"
19576,RT @KASHMlRandME: A speedy vehicle of Indian occupational forces have crushed to death a lady of 35 years in Anantnag. She has been identif…
19577,"200 days - #Siege Kashmir - 20 Sec Video, Please Watch

Life Under Siege in #Kashmir, No job, No food, No medical,… https://t.co/MdT7qw7ZzA"
19578,"RT @NadeemKafait: Kashmir Issue And Pakistani Journalists, Shah Mehmood Qureshi and Javed Chaudhary || I Must Know
 #Kashmir
https://t.co/U…"
19579,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19580,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19581,"Dal Lake Di Sair...
#dallakeview 
#Kashmir
With
@RatherFaisal10 
#RsoBaby
.

#RapperShahzad 
#HipHopLife #Artist… https://t.co/BS5QzJgaIR"
19582,"RT @kashmirbesttour: Kashmir packages Available
Call or whatsapp now for info 
#kashmir #kashmirtoursandtravels #travelkashmir #captivating…"
19583,"RT @KASHMlRandME: Funeral of martyr Raja Umer during in Lorgam south Kashmir's #Tral.
May his soul rest in peace &amp; Jannatulfirdous.
#Kashmi…"
19584,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19585,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
19586,RT @roselxjackson: Looking to speak to people with friends or family in #Kashmir about the police targeting social media users. DMs are ope…
19587,"RT @Freedm4Kashmir: Hello #Kashmir, I think about you all the time and I love you so much. A part of my Kashmir is in illegal occupation of…"
19588,"RT @sarataseer: Shameful strong arming of minorities, our fellow Pakistanis. Everyone who raises concerns over #Indian action in #Kashmir s…"
19589,"RT @Samiyalatief: My blood boils, my heart cries and I feel so helpless. Can't begin to even imagine what it is like for them. #PSA #Kashmi…"
19590,"@WIONews @ImranKhanPTI I heard rumours that slowly Pakistan students are dying in #China , is it true… https://t.co/ulHvFLYbMr"
19591,"Kashmir Issue And Pakistani Journalists, Shah Mehmood Qureshi and Javed Chaudhary || I Must Know
 #Kashmir… https://t.co/UZMC9n0LV0"
19592,"RT @PoojaShali: In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.

They are…"
19593,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19594,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19595,"RT @MeghUpdates: #Breaking: In a Big Move , GOI has initiated Data collection of Agriculture Land , Houses ,shops and Assets of #Kashmiri p…"
19596,"RT @Iqra_K_: 200 days.
We haven't seen a fraction of what #Kashmir has been going through.
Do not betray Kashmir.
Fight for them as much as…"
19597,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19598,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19599,"RT @PoojaShali: In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.

They are…"
19600,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19601,"RT @Anas__Khan: #200Days of Crisis has went quite a long now in #Kashmir, people of India must speak up before it’s too late, situation the…"
19602,"RT @WITNESS_Asia: 'Under the government crackdown, strict communication and military curbs were imposed in the region to prevent protests.…"
19603,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19604,"RT @Ibne_Sena: Matenullah Tariq Khan from #Kashmir
wants to join @JmuKmrPolice and become an Honest Police Officer so that he can protect a…"
19605,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19606,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19607,"RT @IramAKhanPK: 200 days of curfew !
#Kashmir 🍁 https://t.co/i8MTDefuTe"
19608,RT @ashraf_wani: Have heard since childhood that rain or snow on #Herath is good #shagun for year and it is raining and snowing in #Kashmir…
19609,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19610,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19611,"RT @PoojaShali: In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.

They are…"
19612,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19613,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19614,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
19615,"Herath Mubarak to all my kashmiri pandith friends all over the world. #KashmiriPandits 
#Kashmir #KashmiriPandit… https://t.co/m9P3M3tC1y"
19616,"RT @Iqra_K_: 200 days.
We haven't seen a fraction of what #Kashmir has been going through.
Do not betray Kashmir.
Fight for them as much as…"
19617,"RT @Samiyalatief: My blood boils, my heart cries and I feel so helpless. Can't begin to even imagine what it is like for them. #PSA #Kashmi…"
19618,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19619,"RT @Faizanbukharii: They asked me for drugs . 
        So i told them about your smile 🥀

      I miss you a lot, mom 💗🤷🏾

#missinghome #ex…"
19620,"RT @Sheh_Rug: #Kashmir: To whom it may concern.

Here you go, PM Imran Khan responded to the letter of baba Syed Ali Shah Geelani in Decemb…"
19621,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19622,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19623,"RT @AsimKhanTweets: This is not Delhi , MP or Banglore but this is #Kashmir and these are the students of Good will school Bandipora North…"
19624,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19625,If Article 371 is good for North-East why #Article370 was bad for #Kashmir. What made you to lock-down #Kashmir for 200+ days?
19626,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19627,"RT @PoojaShali: In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.

They are…"
19628,@MundaKoshur's account has been withheld in India in response to a legal demand. Learn more.
19629,"RT @Samiyalatief: This is part of ""winning hearts and minds of Kashmiri people"" campaign. #Kashmir #Sedition #IncredibleIndia https://t.co/…"
19630,RT @ClaudeRakisits: It’s thanks to the courageous work of journalists like @ahmermkhan that the outside world is kept informed of the situa…
19631,"RT @PoojaShali: In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.

They are…"
19632,RT @RajeevJaitly: Debate @CNBC_Awaaz @Network18Group  on #Kashmir https://t.co/E2wLnxedUu
19633,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19634,"RT @AsimKhanTweets: Herath Mubarak !

Being an Indian Muslim Kashmiri, I want #KashmiriPandits to return back in their own homeland #Kashmi…"
19635,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19636,"RT @CPJKashmir: #Kashmir remains an open air prison, leaving people with no control over their lives.

https://t.co/o9RNfDgRMD"
19637,"RT @IramAKhanPK: 200 days of curfew !
#Kashmir 🍁 https://t.co/i8MTDefuTe"
19638,#mountaineer #Kashmir #Bandipora #Ganderbal #RsoBaby #RsoProductions #RapperShahzad @ Ganderbal district https://t.co/LrgbWInkGR
19639,"RT @PoojaShali: In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.

They are…"
19640,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19641,"RT @Samiyalatief: My blood boils, my heart cries and I feel so helpless. Can't begin to even imagine what it is like for them. #PSA #Kashmi…"
19642,"RT @sohailsbin: INDIA NEEDS A MILLION
Kannan Gopinathans

IAS officer who resigned over Kashmir's ‘emergency’ — curbing people's right to s…"
19643,RT @ahmermkhan: Journalists in #Kashmir urged the Indian government to allow them to report freely and expressed concern about alleged poli…
19644,"Those who r trending #KashmirLockdown and are trying to portray #Kashmir is burning, will be sad to see this
https://t.co/j465pywB6C"
19645,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19646,RT @ahmermkhan: Journalists in #Kashmir are struggling to make ends meet amid a months-long communications blockade that has only partially…
19647,RT @ahmermkhan: Police Using Repressive Counter Terrorism Law To Muzzle Access To Social Media in #Kashmir - Amnesty International India ⁦@…
19648,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19649,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19650,#200Days of #Kashmir lock-down and today Waris Pathan divert attention to himself by polarizing with his speech.
19651,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19652,"RT @PoojaShali: In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.

They are…"
19653,RT @purpleremnants: India’s use of “non-lethal” pellet guns against protestors in #Kashmir resulted in the world’s first mass blinding. The…
19654,RT @ashraf_wani: Have heard since childhood that rain or snow on #Herath is good #shagun for year and it is raining and snowing in #Kashmir…
19655,"RT @Ibne_Sena: Matenullah Tariq Khan from #Kashmir
wants to join @JmuKmrPolice and become an Honest Police Officer so that he can protect a…"
19656,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19657,"RT @v3nd3ttaX: Reports:Indian hv used Gunship helicopters to attack protesters in #Kashmir
With complete blackout, the videos out is delaye…"
19658,"RT @Ibne_Sena: Matenullah Tariq Khan from #Kashmir
wants to join @JmuKmrPolice and become an Honest Police Officer so that he can protect a…"
19659,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19660,"RT @Ibne_Sena: Matenullah Tariq Khan from #Kashmir
wants to join @JmuKmrPolice and become an Honest Police Officer so that he can protect a…"
19661,RT @purpleremnants: India’s use of “non-lethal” pellet guns against protestors in #Kashmir resulted in the world’s first mass blinding. The…
19662,"RT @AsimKhanTweets: Herath Mubarak !

Being an Indian Muslim Kashmiri, I want #KashmiriPandits to return back in their own homeland #Kashmi…"
19663,"In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.… https://t.co/yMHoNgan2B"
19664,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19665,RT @ClaudeRakisits: It’s thanks to the courageous work of journalists like @ahmermkhan that the outside world is kept informed of the situa…
19666,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19667,RT @purpleremnants: India’s use of “non-lethal” pellet guns against protestors in #Kashmir resulted in the world’s first mass blinding. The…
19668,"RT @defense_lover: Pakistan hopes #DonaldTrump will solve #Kashmir issue!!!
How strange!!!

But, according to @Qasim_Dreams (Dec 21, 2017),…"
19669,RT @haritha_mukund: Central government is painting a picture of #kashmir that doesn't exist says @MehboobaMufti's daughter @MuftiIltija #Ka…
19670,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19671,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19672,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19673,RT @AzizullahBugti: Ppl of #balochistan hv 2take permission&amp;go through 100s of military outpots 4 visiting other cities of #pakistan &amp; how…
19674,"RT @KhatoonHabba: Self-determination is our #democratic,#indigenous &amp; #human right

Not only promised to us but it's rightfully ours

Ur di…"
19675,"RT @KASHMlRandME: #Kashmir : 200 days of lock down, communication black out, oppression.

#India : 200 days of lies, deception, propoganda.…"
19676,"RT @MeghUpdates: #Breaking: In a Big Move , GOI has initiated Data collection of Agriculture Land , Houses ,shops and Assets of #Kashmiri p…"
19677,"RT @KASHMlRandME: #Kashmir : 200 days of lock down, communication black out, oppression.

#India : 200 days of lies, deception, propoganda.…"
19678,RT @shefali_rafiq: I was travelling to shopian and our cab was stopped at a check point. The army man asks this guy who was sitting beside…
19679,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19680,"RT @neha_aks: Hello folks, 

Some friends at UT Austin are organizing a teach-in to understand #Kashmir where Kashmiri minorities will get…"
19681,"RT @jktourismsites: Shrine Hazratbal, Srinagar on the bank of Dal Lake. 
Worth seeing sight in the evening. 
#Kashmir https://t.co/YKkqIix2…"
19682,"RT @gauravcsawant: 3 armed terrorists killed in Tral in South #Kashmir. 3 weapons incl 2 Aks, 1 pistol, ammo &amp; grenades recovered. Bodies o…"
19683,"RT @faizanAkashmiri: #LOC update: 

Firing and Shelling Started  #Shahkot and #athmuqam sector #NeelumValey, Residents take shalter in safe…"
19684,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19685,"RT @Samiyalatief: My blood boils, my heart cries and I feel so helpless. Can't begin to even imagine what it is like for them. #PSA #Kashmi…"
19686,"RT @KASHMlRandME: #Kashmir : 200 days of lock down, communication black out, oppression.

#India : 200 days of lies, deception, propoganda.…"
19687,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19688,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19689,"RT @neha_aks: Hello folks, 

Some friends at UT Austin are organizing a teach-in to understand #Kashmir where Kashmiri minorities will get…"
19690,"200 Days of #Kashmir Blockade
Protest in Solidarity with ppl of J&amp;K
Demanding release of political leaders &amp;restora… https://t.co/wIklhPj1IV"
19691,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19692,"RT @neha_aks: Hello folks, 

Some friends at UT Austin are organizing a teach-in to understand #Kashmir where Kashmiri minorities will get…"
19693,"RT @marcosheckler: Don't worry Senator, one democracy will settle it. And you know which one...!!!
@DrSJaishankar

India's stand on #Kashmi…"
19694,Can Dalits comment as they are quick to comment when it comes to 256 leaving #Kashmir! https://t.co/E02wJOBui9
19695,"RT @HusnynNaveed: LoC Update :

Clashes started between Pakistan Army and Indian Army about an hour ago in multiple sectors of Poonch Distr…"
19696,RT @purpleremnants: India’s use of “non-lethal” pellet guns against protestors in #Kashmir resulted in the world’s first mass blinding. The…
19697,"RT @pzfahad: Visit https://t.co/9yHkhJ6jw4 to read the latest issue online, or subscribe to support independent media in #Kashmir. https://…"
19698,"RT @HusnynNaveed: LoC Update :

Clashes started between Pakistan Army and Indian Army about an hour ago in multiple sectors of Poonch Distr…"
19699,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19700,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19701,"RT @neha_aks: Hello folks, 

Some friends at UT Austin are organizing a teach-in to understand #Kashmir where Kashmiri minorities will get…"
19702,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
19703,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19704,RT @RaafidShahab: If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national capita…
19705,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19706,"Hello folks, 

Some friends at UT Austin are organizing a teach-in to understand #Kashmir where Kashmiri minorities… https://t.co/Fp7S9QJ5uX"
19707,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
19708,"RT @GirlofKashmir: #Indian Govt claims that they have 700,000 soldiers in #Kashmir to fight #Terrorists. The fact is that India cannot remo…"
19709,"RT @Samiyalatief: ""Everyone - neighbours, relatives - tell me that I should have patience but how much? He was my whole world and his absen…"
19710,RT @QasimKhanSuri: A bipartisan panel of the #British Parliament was impressed with #Pakistan’s “openness &amp; progressive approach” on the lo…
19711,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19712,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19713,RT @maam_khatam: Haneef can’t get over the trauma of not seeing his father before his demise. He just didn't have the money for the travel.…
19714,"RT @marcosheckler: Don't worry Senator, one democracy will settle it. And you know which one...!!!
@DrSJaishankar

India's stand on #Kashmi…"
19715,It’s thanks to the courageous work of journalists like @ahmermkhan that the outside world is kept informed of the s… https://t.co/vDl7qCtvM4
19716,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19717,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19718,"Don't worry Senator, one democracy will settle it. And you know which one...!!!
@DrSJaishankar

India's stand on… https://t.co/hvXljDlzdN"
19719,"@ahmermkhan Ahmer bhai
Do watch the poem on kashmir written by Dr @drsumitdubey on #kashmir 
https://t.co/IQcXdbtbqW"
19720,"RT @pressfreedom: #Jammu and #Kashmir police question three journalists amid social media ban
https://t.co/VbAE1r04So"
